SE_Filename	BNC_Filename	Rand.	Concordance1	Concor-dance2	Concordance3	Lemma	‘	NOT	Tense	Voice	?	Time reference	Continuous	Repeated	Extra function	Comment	Annotator
filename#87	SCPR	done		're moaning about being		moan	c		present	A		present	yes	no			E
filename#87	SCPR	done		're taking		take	c		present	A		present	yes	no			E
filename#88	SCP7	done		're going		go	c		GOING TO	A		present	yes	no			E
filename#88	SCP7	done		was saying		say			past	A		past	no	no			E
filename#88	SCP7	done		be cutting		cut			GOING TO	A		future	yes	no			E
filename#89	SCQC	done		're nesting		nest	c		present	A		present	yes	yes			E
filename#89	SCQC	done		're talking		talk	c		present	A		present	yes	no			E
filename#89	SCQC	done		's the human messing		mess	c		NOT progressive	A		present	yes	no			E
filename#90	SCQF	done		're gonna start getting		get	c		NOT progressive	A		present	yes	no			E
filename#90	SCQF	done		's not moving		move	c	n	present	A		present	yes	no			E
filename#90	SCQF	done		's a good thing getting		thing	c		NOT progressive	A		present	yes	no			E
filename#90	SCQF	done		're having		have	c		present	A		general	unclear	unclear			E
filename#90	SCQF	done		're using		use	c		present	A		general	yes	yes			E
filename#90	SCQF	done		're not talking		talk	c	n	present	A		present	yes	no			E
filename#90	SCQF	done		's yeah disappearing		disappear	c		present	A		present	yes	no	gradual change		E
filename#90	SCQF	done		's doing		do	c		present	A	q	present	yes	unclear			E
filename#91	SCQS	done		are you going		go			GOING TO	A		present	yes	no			E
filename#91	SCQS	done		's all your effort trying		try	c		NOT progressive	A		present	yes	no			E
filename#92	SCQW	done		is the Harvard guy saying		say			NOT progressive	A		present	yes	no			E
filename#93	SCRM	done		's pointless me eradicating		eradicate	c		NOT progressive	A		present	yes	no			E
filename#93	SCRM	done		'm asking		ask	c		present	A		present	yes	no	emphasis/shock		E
filename#93	SCRM	done		'm coming		come	c		present	A		future	yes	no			E
filename#93	SCRM	done		be giving		give			NOT progressive	A		modal/infinitive	yes	no			E
filename#93	SCRM	done		'm just trying		try	c		present	A		present	yes	no			E
filename#94	SCSF	done		was thinking		think			past	A		present	yes	no	politeness/softening		E
filename#94	SCSF	done		're cooking		cook	c		present	A		general	no	no			E
filename#94	SCSF	done		was going		go			GOING TO	A		past	yes	no			E
filename#94	SCSF	done		'm sor and talking		talk	c		NOT progressive	A		present	yes	no			E
filename#94	SCSF	done		was shopping		shop			past	A		past	yes	no	framing		E
filename#94	SCSF	done		's certainly doing		do	c		present	A		present	yes	unclear			E
filename#94	SCSF	done		's doing		do	c	n	present	A		present	yes	unclear			E
filename#94	SCSF	done		was trying		try			past	A		past	yes	no			E
filename#94	SCSF	done		were just having		have			past	A		past	yes	no			E
filename#94	SCSF	done		been doing		do			perfect	A		past/present	yes	yes			E
filename#95	SCS9	done		's annoying		annoy	c		NOT progressive	A		present	yes	no			E
filename#95	SCS9	done		's not cheating		cheat	c	n	present	A		present	yes	no			E
filename#95	SCS9	done		'm just going		go	c		present	A		present	yes	no			E
filename#95	SCS9	done		'm not judging		judge	c	n	present	A		present	yes	yes			E
filename#95	SCS9	done		be like making		make			GOING TO	A		modal/infinitive	yes	no			E
filename#95	SCS9	done		'm quite good at writing		write	c		NOT progressive	A		present	yes	no			E
filename#95	SCS9	done		'm sh		NA	c		NOT progressive	A		present	yes	no			E
filename#95	SCS9	done		be saving		save			GOING TO	A		modal/infinitive	yes	no			E
filename#96	SCUS	done		were er		NA			NOT progressive	A		past	yes	no			E
filename#96	SCUS	done		was doing		do			past	A		past	yes	no			E
filename#96	SCUS	done		be driving		drive			modal	A		past	yes	no			E
filename#96	SCUS	done		're munching		munch	c		present	A		unclear	yes	unclear			E
filename#96	SCUS	done		are like rocking		rock			NOT progressive	A		present	yes	no			E
filename#96	SCUS	done		're being		be	c		present	A		general	yes	yes			E
filename#96	SCUS	done		was coming		come			past	A		past	yes	no			E
filename#97	SCVK	done		be rolling		roll			modal	A		general	yes	unclear			E
filename#97	SCVK	done		's something going		something	c		NOT progressive	A		present	yes	no			E
filename#97	SCVK	done		is the world coming		come			present	A	q	general	yes	unclear			E
filename#97	SCVK	done		are leaving		leave			present	A		general	yes	yes			E
filename#98	SCWC	done		's a I was thinking		think			past	A		present	no	no		time reference?	E
filename#98	SCWC	done		is falling		fall apart			present	A		present	yes	no			E
filename#98	SCWC	done		be I am cringing		cringe			present	A		past	yes	no			E
filename#99	SCWJ	done		are you going		go			present	A		future	no	no			E
filename#99	SCWJ	done		'm going		go out	c		present	A		general	yes	yes			E
filename#99	SCWJ	done		is er		NA			NOT progressive	A		present	yes	no			E
filename#99	SCWJ	done		were turning him and swabbing		turn			past	A		past	yes	yes			E
filename#99	SCWJ	done		was late sending		send			NOT progressive	A		past	yes	no			E
filename#99	SCWJ	done		'm better I'm going		go	c		present	A		future	no	no			E
filename#99	SCWJ	done		's going		go	c		present	A		future	no	no			E
filename#99	SCWJ	done		're used to being		be	c		NOT progressive	A		present	yes	no			E
filename#100	SCWW	done		be hmm		NA			NOT progressive	A		modal/infinitive	yes	no			E
filename#100	SCWW	done		's coming		come	c		present	A		present	yes	no			E
filename#101	SCXG	done		are you doing		do			present	A	q	unclear	yes	no			E
filename#101	SCXG	done		are you listening		listen			present	A	q	present	yes	no			E
filename#101	SCXG	done		are arranging		arrange			present	A		future	yes	no			E
filename#101	SCXG	done		's terrible at chopping		chop	c		NOT progressive	A		present	yes	no			E
filename#101	SCXG	done		's amazing		amaze	c		NOT progressive	A		present	yes	no			E
filename#102	SCXU	done		's well mostly commuting		commute	c		NOT progressive	A		present	yes	no			E
filename#102	SCXU	done		's very good at picking		pick	c		NOT progressive	A		present	yes	no			E
filename#102	SCXU	done		are you going		go			GOING TO	A		present	yes	no			E
filename#102	SCXU	done		're starting		start	c		present	A		present	no	no			E
filename#102	SCXU	done		been driving		drive			perfect	A		unclear	yes	unclear			E
filename#102	SCXU	done		'm going		go	c		GOING TO	A		present	yes	no			E
filename#102	SCXU	done		'm just continuing		continue	c		present	A		present	yes	no			E
filename#103	SCYD	done		was it you were going		go			GOING TO	A		past	yes	no			E
filename#104	SCYY	done		been watching		watch			perfect	A		past/present	yes	yes			E
filename#104	SCYY	done		been watching		watch			perfect	A		past/present	yes	yes			E
filename#104	SCYY	done		are you talking		talk			present	A	q	present	yes	no			E
filename#105	SCZV	done		is supposed to be s		NA			NOT progressive	A		modal/infinitive	yes	no			E
filename#106	SCZZ	done		'm getting		get	c		present	A		present	yes	unclear			E
filename#106	SCZZ	done		was thinking		think			past	A		past/present	yes	no			E
filename#106	SCZZ	done		was just trying		try			past	A		past	yes	unclear			E
filename#106	SCZZ	done		'm just like the spitting		spit	c		NOT progressive	A		present	yes	no			E
filename#107	SC2T	done		is he going		go			present	A		past/present	yes	no	gradual change		E
filename#107	SC2T	done		'm trying		try	c		present	A		present	yes	no			E
filename#107	SC2T	done		wasn't cooking		cook	c	n	past	A		past	yes	no			E
filename#107	SC2T	done		's making		make	c		present	A		unclear	yes	no			E
filename#107	SC2T	done		's scared of following		follow	c		NOT progressive	A		present	yes	no			E
filename#108	SC3M	done		was talking		talk			past	A		past	yes	no			E
filename#110	SC6N	done		were doing		do			past	A		past	yes	unclear			E
filename#110	SC6N	done		was like interrogating		interrogate			past	A		past	yes	yes		like 	E
filename#111	SC67	done		's definitely chanting		chant	c		NOT progressive	A		present	yes	no			E
filename#111	SC67	done		's chanting		chant	c		NOT progressive	A		present	yes	no			E
filename#111	SC67	done		was saying she was talking		say			past	A		past	yes	no			E
filename#111	SC67	done		are you still recording		record			present	A		present	yes	no		evidence of “non-authentic” nature of data	E
filename#113	SC8H	done		're trying		try	c		present	A		past/present	yes	yes			E
filename#113	SC8H	done		's er		NA	c		NOT progressive	A		present	yes	no			E
filename#113	SC8H	done		are running		run			present	A		general	yes	no			E
filename#114	SDAA	done		's not even going		go	c	n	present	A		future	no	no			E
filename#114	SDAA	done		'm not I'm thinking		think	c		present	A		present	yes	no			E
filename#115	SDAB	done		's going		go	c		GOING TO	A		present	yes	no			E
filename#115	SDAB	done		're not cutting		cut	c	n	present	A		present	yes	unclear			E
filename#115	SDAB	done		're making		make	c		present	A		present	yes	no			E
filename#116	SDAJ	done		'm going		go	c		GOING TO	A		present	yes	no			E
filename#116	SDAJ	done		are we going		go			GOING TO	A		present	yes	no			E
filename#117	SDA8	done		'm not risking		risk	c	n	present	A		general	yes	unclear			E
filename#117	SDA8	done		was interested in like taking		take			NOT progressive	A		past	yes	no			E
filename#117	SDA8	done		be happy doing		do			modal	A		hypothetical	yes	no			E
filename#117	SDA8	done		're like working		work	c		present	A		general	yes	no			E
filename#120	SDFL	done		been face painting		paint			perfect	A		past/present	yes	yes			E
filename#120	SDFL	done		are you getting		get			present	A		future	yes	unclear			E
filename#120	SDFL	done		's okay Good thinking		think	c		NOT progressive	A		present	yes	no			E
filename#120	SDFL	done		're going		go	c		present	A	q	future	yes	no			E
filename#120	SDFL	done		'm going		go	c		GOING TO	A		present	yes	no			E
filename#120	SDFL	done		'm going		go	c		GOING TO	A		present	yes	no			E
filename#120	SDFL	done		was saying		say			past	A		past	yes	no			E
filename#120	SDFL	done		are you starting		start			present	A	q	present	no	no			E
filename#121	SDFM	done		're going		go	c		present	A		present	no	no			E
filename#121	SDFM	done		are amazing		amaze			NOT progressive	A		present	yes	no			E
filename#122	SDFR	done		's like er		NA	c		NOT progressive	A		present	yes	no			E
filename#122	SDFR	done		be going		go			modal	A		general	yes	yes			E
filename#123	SDGT	done		were just doing		do			past	A		past	yes	no			E
filename#123	SDGT	done		're just kind of using		use	c		present	A		general	yes	yes			E
filename#123	SDGT	done		was paying		pay			past	A		past	yes	yes			E
filename#123	SDGT	done		was saying		say			past	A		past	yes	unclear			E
filename#123	SDGT	done		were saying		say			past	A		past	yes	unclear			E
filename#123	SDGT	done		're giving		give	c		present	A		general	yes	no			E
filename#124	SDHB	done		is going		go			present	A		general	yes	yes			E
filename#124	SDHB	done		're frightened of something going		something	c		NOT progressive	A		present	yes	no			E
filename#124	SDHB	done		're all falling		fall down	c		present	A		present	yes	yes			E
filename#124	SDHB	done		were just saying		say			past	A		past	no	no			E
filename#125	SDHU	done		was coming through and blocking		come			past	A		past	yes	yes			E
filename#125	SDHU	done		was cutting		cut			past	A		past	yes	no			E
filename#126	SDJA	done		was like ah		NA			NOT progressive	A		past	yes	no			E
filename#126	SDJA	done		'm gonna fucking		fuck	c		GOING TO	A		present	yes	no			E
filename#126	SDJA	done		were I was like queuing		queue			past	A		past	yes	no	framing		E
filename#126	SDJA	done		's doing		do	c		present	A		present	yes	no			E
filename#126	SDJA	done		was studying		study			past	A		past	yes	no			E
filename#126	SDJA	done		was also kind of being		be			past	A		past	yes	unclear			E
filename#126	SDJA	done		was a little arguing		argue			NOT progressive	A		past	yes	no			E
filename#126	SDJA	done		was where Jill was living		live			past	A		past	yes	no			E
filename#126	SDJA	done		's just like saying		say	c		present	A		present	yes	no			E
filename#126	SDJA	done		are these people drinking		drink			present	A	q	present	yes	yes			E
filename#126	SDJA	done		're doing		do	c		present	A		present	yes	no			E
filename#126	SDJA	done		was getting		pay			past	P		past	yes	yes		get passive	E
filename#126	SDJA	done		're just like fucking		look	c		present	A		present	yes	no			E
filename#128	SDJ9	done		're basking		bask in	c		present	A		general	yes	yes			E
filename#128	SDJ9	done		was freezing		freeze			NOT progressive	A		past	yes	no			E
filename#128	SDJ9	done		was embarrassing		embarrass			NOT progressive	A		past	yes	no			E
filename#129	SDLP	done		's hampering		hamper	c		present	A		past/present	yes	yes			E
filename#129	SDLP	done		is doing		do			present	A		present	yes	no			E
filename#130	SDMJ	done		were saying		say			past	A		past	yes	no			E
filename#130	SDMJ	done		'm not being		be	c	n	present	A		present	yes	no			E
filename#130	SDMJ	done		be great having		have			NOT progressive	A		modal/infinitive	yes	no			E
filename#131	SDN3	done		are going		go			GOING TO	A		present	yes	no			E
filename#131	SDN3	done		's not doing		do	c	n	present	A		present	yes	no			E
filename#131	SDN3	done		're doing		do	c		present	A		future	yes	no			E
filename#132	SDQG	done		was those yeah turning		turn			NOT progressive	A		future	yes	no			E
filename#132	SDQG	done		been looking		look for			perfect	A		past/present	yes	yes			E
filename#132	SDQG	done		were making		make			past	A		past	yes	no			E
filename#132	SDQG	done		's a loading		load	c		NOT progressive	A		present	yes	no			E
filename#132	SDQG	done		're driving		drive	c		present	A		present	yes	no			E
filename#133	SDQ8	done		is towards going		go			NOT progressive	A		present	yes	no			E
filename#133	SDQ8	done		're going		go	c		present	A		future	yes	no			E
filename#133	SDQ8	done		was paying		pay			past	A		past	yes	yes			E
filename#133	SDQ8	done		're not eating		eat	c	n	present	A		present	yes	yes			E
filename#134	SDR9	done		're doing		do	c		present	A		unclear	yes	no			E
filename#134	SDR9	done		's going		go	c		present	A		present	yes	no			E
filename#134	SDR9	done		was it was very moving		move			NOT progressive	A		past	yes	no			E
filename#134	SDR9	done		be doing		do			NOT progressive	A		modal/infinitive	yes	yes			E
filename#134	SDR9	done		is really annoying		annoy			NOT progressive	A		present	yes	no			E
filename#134	SDR9	done		'm adding		add	c		present	A		present	yes	no			E
filename#135	SDS7	done		'm erm going		go	c		present	A		future	no	no			E
filename#136	SDTD	done		'm I'm waiting		wait	c		present	A		present	yes	no			E
filename#137	SDUM	done		'm thinking		think	c		present	A		present	yes	no			E
filename#138	SDVN	done		're doing		do	c		present	A		general	yes	yes			E
filename#138	SDVN	done		be actually getting		get			modal	A		hypothetical	yes	yes			E
filename#138	SDVN	done		're going		go	c		present	A		general	yes	no			E
filename#138	SDVN	done		been having		have			perfect	A		past/present	yes	unclear			E
filename#138	SDVN	done		'm like looking		look	c		present	A		present	yes	no			E
filename#138	SDVN	done		is getting		get			present	A		past/present	yes	yes	gradual change		E
filename#138	SDVN	done		're talking		talk	c		present	A		present	yes	no			E
filename#138	SDVN	done		is so annoying		annoy			NOT progressive	A		present	yes	no			E
filename#138	SDVN	done		be going		go			catenative	A		general	yes	no			E
